treatment,sub,rep,rfu,time,date,day ,exp.time,exp.date,fluorophore
B,1,1,68783.32,11:23,3/1/17,22,9:59,3/1/17,AMC
B,1,2,70201.18,11:23,3/1/17,22,9:59,3/1/17,AMC
B,1,3,68201.66,11:23,3/1/17,22,9:59,3/1/17,AMC
B,2,1,90476.44,11:23,3/1/17,22,9:59,3/1/17,AMC
B,2,2,78499.53,11:23,3/1/17,22,9:59,3/1/17,AMC
B,2,3,78499.35,11:23,3/1/17,22,9:59,3/1/17,AMC
B,3,1,116721.43,11:23,3/1/17,22,9:59,3/1/17,AMC
B,3,2,114856.35,11:24,3/1/17,22,9:59,3/1/17,AMC
B,3,3,117104.56,11:24,3/1/17,22,9:59,3/1/17,AMC
C,1,1,70464.5,11:24,3/1/17,22,9:59,3/1/17,AMC
C,1,2,60922.66,11:24,3/1/17,22,9:59,3/1/17,AMC
C,1,3,59820.66,11:24,3/1/17,22,9:59,3/1/17,AMC
C,2,1,75553.3,11:24,3/1/17,22,9:59,3/1/17,AMC
C,2,2,80771.43,11:24,3/1/17,22,9:59,3/1/17,AMC
C,2,3,73728.28,11:24,3/1/17,22,9:59,3/1/17,AMC
C,3,1,132411.03,11:25,3/1/17,22,9:59,3/1/17,AMC
C,3,2,95927.13,11:25,3/1/17,22,9:59,3/1/17,AMC
C,3,3,118000.03,11:25,3/1/17,22,9:59,3/1/17,AMC
D,1,1,58415.69,11:25,3/1/17,22,9:59,3/1/17,AMC
D,1,2,56877.46,11:25,3/1/17,22,9:59,3/1/17,AMC
D,1,3,58264.41,11:25,3/1/17,22,9:59,3/1/17,AMC
D,2,1,74868.93,11:25,3/1/17,22,9:59,3/1/17,AMC
D,2,2,66192.63,11:26,3/1/17,22,9:59,3/1/17,AMC
D,2,3,77583.15,11:26,3/1/17,22,9:59,3/1/17,AMC
D,3,1,121649.61,11:26,3/1/17,22,9:59,3/1/17,AMC
D,3,2,1240261.5,11:26,3/1/17,22,9:59,3/1/17,AMC
D,3,3,104843.07,11:27,3/1/17,22,9:59,3/1/17,AMC
E,1,1,68024.24,11:27,3/1/17,22,9:59,3/1/17,AMC
E,1,2,67389.362,11:27,3/1/17,22,9:59,3/1/17,AMC
E,1,3,62927.82,11:27,3/1/17,22,9:59,3/1/17,AMC
E,2,1,67901.57,11:28,3/1/17,22,9:59,3/1/17,AMC
E,2,2,73313.76,11:28,3/1/17,22,9:59,3/1/17,AMC
E,2,3,71498.03,11:28,3/1/17,22,9:59,3/1/17,AMC
E,3,1,104697.75,11:28,3/1/17,22,9:59,3/1/17,AMC
E,3,2,104244.66,11:28,3/1/17,22,9:59,3/1/17,AMC
E,3,3,108433.71,11:29,3/1/17,22,9:59,3/1/17,AMC
F,1,1,76325.98,11:29,3/1/17,22,9:59,3/1/17,AMC
F,1,2,95246.36,11:29,3/1/17,22,9:59,3/1/17,AMC
F,1,3,98224.43,11:30,3/1/17,22,9:59,3/1/17,AMC
F,2,1,130302.39,11:30,3/1/17,22,9:59,3/1/17,AMC
F,2,2,305012.62,11:30,3/1/17,22,9:59,3/1/17,AMC
F,2,3,168999.81,11:31,3/1/17,22,9:59,3/1/17,AMC
F,3,1,105467.96,11:31,3/1/17,22,9:59,3/1/17,AMC
F,3,2,105483.59,11:31,3/1/17,22,9:59,3/1/17,AMC
F,3,3,101929.38,11:32,3/1/17,22,9:59,3/1/17,AMC
A,1,1,147782.9,11:48,3/1/17,22,9:59,3/1/17,AMC
A,1,2,363089.65,11:48,3/1/17,22,9:59,3/1/17,AMC
A,1,3,311002.65,11:48,3/1/17,22,9:59,3/1/17,AMC
A,2,1,370426.06,11:48,3/1/17,22,9:59,3/1/17,AMC
A,2,2,899112.68,11:48,3/1/17,22,9:59,3/1/17,AMC
A,2,3,1004978.12,11:48,3/1/17,22,9:59,3/1/17,AMC
A,3,1,931940.56,11:49,3/1/17,22,9:59,3/1/17,AMC
A,3,2,7288453.5,11:49,3/1/17,22,9:59,3/1/17,AMC
A,3,3,4160654,11:49,3/1/17,22,9:59,3/1/17,AMC
B,1,1,70110.78,11:49,3/1/17,22,9:59,3/1/17,AMC
B,1,2,72286.57,11:50,3/1/17,22,9:59,3/1/17,AMC
B,1,3,69987.54,11:50,3/1/17,22,9:59,3/1/17,AMC
B,2,1,108454.26,11:50,3/1/17,22,9:59,3/1/17,AMC
B,2,2,88699.03,11:50,3/1/17,22,9:59,3/1/17,AMC
B,2,3,86017.93,11:51,3/1/17,22,9:59,3/1/17,AMC
B,3,1,120342.83,11:51,3/1/17,22,9:59,3/1/17,AMC
B,3,2,118829.29,11:51,3/1/17,22,9:59,3/1/17,AMC
B,3,3,120342.83,11:51,3/1/17,22,9:59,3/1/17,AMC
C,1,1,72291.67,11:52,3/1/17,22,9:59,3/1/17,AMC
C,1,2,62000.41,11:52,3/1/17,22,9:59,3/1/17,AMC
C,1,3,61192.22,11:52,3/1/17,22,9:59,3/1/17,AMC
C,2,1,80706.29,11:52,3/1/17,22,9:59,3/1/17,AMC
C,2,2,87666.71,11:52,3/1/17,22,9:59,3/1/17,AMC
C,2,3,78888.44,11:52,3/1/17,22,9:59,3/1/17,AMC
C,3,1,139637,11:53,3/1/17,22,9:59,3/1/17,AMC
C,3,2,98486.03,11:53,3/1/17,22,9:59,3/1/17,AMC
C,3,3,121252.4,11:53,3/1/17,22,9:59,3/1/17,AMC
D,1,1,59349.32,11:53,3/1/17,22,9:59,3/1/17,AMC
D,1,2,57474,11:53,3/1/17,22,9:59,3/1/17,AMC
D,1,3,59379.75,11:53,3/1/17,22,9:59,3/1/17,AMC
D,2,1,80592.09,11:53,3/1/17,22,9:59,3/1/17,AMC
D,2,2,69149.37,11:53,3/1/17,22,9:59,3/1/17,AMC
D,2,3,83789.53,11:54,3/1/17,22,9:59,3/1/17,AMC
D,3,1,123556.91,11:54,3/1/17,22,9:59,3/1/17,AMC
D,3,2,2843066.25,11:54,3/1/17,22,9:59,3/1/17,AMC
D,3,3,105435.21,11:54,3/1/17,22,9:59,3/1/17,AMC
E,1,1,68320.98,11:54,3/1/17,22,9:59,3/1/17,AMC
E,1,2,68709.65,11:54,3/1/17,22,9:59,3/1/17,AMC
E,1,3,68823.35,11:54,3/1/17,22,9:59,3/1/17,AMC
E,2,1,71528.02,11:55,3/1/17,22,9:59,3/1/17,AMC
E,2,2,78460.05,11:55,3/1/17,22,9:59,3/1/17,AMC
E,2,3,75733.88,11:55,3/1/17,22,9:59,3/1/17,AMC
E,3,1,104955.06,11:55,3/1/17,22,9:59,3/1/17,AMC
E,3,2,104733.64,11:55,3/1/17,22,9:59,3/1/17,AMC
E,3,3,107950.45,11:55,3/1/17,22,9:59,3/1/17,AMC
F,1,1,81708.5,11:55,3/1/17,22,9:59,3/1/17,AMC
F,1,2,105377.94,11:55,3/1/17,22,9:59,3/1/17,AMC
F,1,3,107774.08,11:56,3/1/17,22,9:59,3/1/17,AMC
F,2,1,153608.12,11:56,3/1/17,22,9:59,3/1/17,AMC
F,2,2,107526.57,11:56,3/1/17,22,9:59,3/1/17,AMC
F,2,3,368304.25,11:56,3/1/17,22,9:59,3/1/17,AMC
F,3,1,107624.11,11:56,3/1/17,22,9:59,3/1/17,AMC
F,3,2,105240.61,11:56,3/1/17,22,9:59,3/1/17,AMC
F,3,3,104497.54,11:56,3/1/17,22,9:59,3/1/17,AMC
